filename,width,height,class,xmin,ymin,xmax,ymax
Off White Cotton Table Lamp by ExclusiveLane-2.jpg,400,440,Off White Cotton Table Lamp by ExclusiveLane,78,28,324,424
Off White Cotton Table Lamp by ExclusiveLane-3.jpg,400,440,Off White Cotton Table Lamp by ExclusiveLane,93,46,307,402
Off White Cotton Table Lamp by ExclusiveLane-4.jpg,400,440,Off White Cotton Table Lamp by ExclusiveLane,80,27,319,391
Off White Cotton Table Lamp by ExclusiveLane-5.jpg,400,440,Off White Cotton Table Lamp by ExclusiveLane,59,78,333,325
Off White Cotton Table Lamp by ExclusiveLane-6.jpg,400,440,Off White Cotton Table Lamp by ExclusiveLane,249,318,321,422
Off White Cotton Table Lamp by Homesake-1.jpg,400,440,Off White Cotton Table Lamp by Homesake,94,27,306,416
Off White Cotton Table Lamp by Homesake-2.jpg,400,440,Off White Cotton Table Lamp by Homesake,93,27,312,420
Off White Cotton Table Lamp by Homesake-3.jpg,400,440,Off White Cotton Table Lamp by Homesake,261,274,348,427
Off White Cotton Table Lamp by Homesake-4.jpg,400,440,Off White Cotton Table Lamp by Homesake,30,43,345,413
Off White Cotton Table Lamp by Homesake-5.jpg,400,440,Off White Cotton Table Lamp by Homesake,262,256,389,435
Off White Cotton Table Lamp by Homesake-6.jpg,400,440,Off White Cotton Table Lamp by Homesake,259,229,374,428
Off White Cotton Table Lamp by Kapoor E Illuminations-1.jpg,400,440,Off White Cotton Table Lamp by Kapoor E Illuminations,117,42,300,398
Off White Cotton Table Lamp by Kapoor E Illuminations-2.jpg,400,440,Off White Cotton Table Lamp by Kapoor E Illuminations,105,41,323,392
Off White Cotton Table Lamp by Kapoor E Illuminations-3.jpg,400,440,Off White Cotton Table Lamp by Kapoor E Illuminations,95,29,315,426
Off White Cotton Table Lamp by Kapoor E Illuminations-4.jpg,400,440,Off White Cotton Table Lamp by Kapoor E Illuminations,76,32,331,411
Off White Cotton Table Lamp by Kapoor E Illuminations-5.jpg,400,440,Off White Cotton Table Lamp by Kapoor E Illuminations,95,27,321,432
Off White Cotton Table Lamp by Kapoor E Illuminations-6.jpg,400,440,Off White Cotton Table Lamp by Kapoor E Illuminations,56,5,360,438
Off White Cotton Table Lamp by Kapoor E Illuminations-7.jpg,400,440,Off White Cotton Table Lamp by Kapoor E Illuminations,267,320,339,428
Off White Cotton Table Lamp by New Era-1.jpg,400,440,Off White Cotton Table Lamp by New Era,111,34,313,413
Off White Cotton Table Lamp by New Era-2.jpg,400,440,Off White Cotton Table Lamp by New Era,110,28,317,419
Off White Cotton Table Lamp by New Era-3.jpg,400,440,Off White Cotton Table Lamp by New Era,109,14,316,432
Off White Cotton Table Lamp by New Era-4.jpg,400,440,Off White Cotton Table Lamp by New Era,103,26,306,426
Off White Cotton Table Lamp by New Era-5.jpg,400,440,Off White Cotton Table Lamp by New Era,56,13,342,416
Off White Cotton Table Lamp by New Era-6.jpg,400,440,Off White Cotton Table Lamp by New Era,37,7,373,440
Off White Cotton Table Lamp by New Era-7.jpg,400,440,Off White Cotton Table Lamp by New Era,256,309,329,435
Off White Linen Edna Table Lamp by Orange Tree-1.jpg,400,440,Off White Linen Edna Table Lamp by Orange Tree,114,54,361,426
Off White Linen Edna Table Lamp by Orange Tree-2.jpg,400,440,Off White Linen Edna Table Lamp by Orange Tree,86,30,305,403
Off White Linen Edna Table Lamp by Orange Tree-3.jpg,400,440,Off White Linen Edna Table Lamp by Orange Tree,125,134,348,315
Off White Linen Edna Table Lamp by Orange Tree-4.jpg,400,440,Off White Linen Edna Table Lamp by Orange Tree,23,6,361,439
Off White Linen Edna Table Lamp by Orange Tree-5.jpg,400,440,Off White Linen Edna Table Lamp by Orange Tree,245,258,339,417
Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap-1.jpg,400,440,Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap,104,21,259,431
Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap-2.jpg,400,440,Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap,106,26,264,433
Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap-3.jpg,400,440,Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap,118,40,284,413
Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap-4.jpg,400,440,Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap,111,47,286,424
Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap-5.jpg,400,440,Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap,26,5,352,440
Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap-6.jpg,400,440,Paris Festival Multicolour Glass LED Bottle Table Lamp by What Scrap,93,33,283,429
Petula Table Lamp in Natural by Bohemiana-1.jpg,400,440,Petula Table Lamp in Natural by Bohemiana,143,88,317,402
Petula Table Lamp in Natural by Bohemiana-2.jpg,400,440,Petula Table Lamp in Natural by Bohemiana,174,147,260,285
Petula Table Lamp in Natural by Bohemiana-3.jpg,400,440,Petula Table Lamp in Natural by Bohemiana,96,51,315,410
Petula Table Lamp in Natural by Bohemiana-4.jpg,400,440,Petula Table Lamp in Natural by Bohemiana,121,87,255,363
Petula Table Lamp in Natural by Bohemiana-5.jpg,400,440,Petula Table Lamp in Natural by Bohemiana,107,48,309,426
Petula Table Lamp in Natural by Bohemiana-6.jpg,400,440,Petula Table Lamp in Natural by Bohemiana,79,74,333,381
Petula Table Lamp in Natural by Bohemiana-7.jpg,400,440,Petula Table Lamp in Natural by Bohemiana,113,37,319,412
Petula Table Lamp in Natural by Bohemiana-8.jpg,400,440,Petula Table Lamp in Natural by Bohemiana,22,3,376,440
Petula Table Lamp in Natural by Bohemiana-9.jpg,400,440,Petula Table Lamp in Natural by Bohemiana,236,280,336,427
Pisa Table Lamp in Natural by CasaCraft-1.jpg,400,440,Pisa Table Lamp in Natural by CasaCraft,115,49,294,385
Pisa Table Lamp in Natural by CasaCraft-2.jpg,400,440,Pisa Table Lamp in Natural by CasaCraft,100,165,171,273
Pisa Table Lamp in Natural by CasaCraft-3.jpg,400,440,Pisa Table Lamp in Natural by CasaCraft,82,25,330,408
Pisa Table Lamp in Natural by CasaCraft-4.jpg,400,440,Pisa Table Lamp in Natural by CasaCraft,116,78,261,337
Pisa Table Lamp in Natural by CasaCraft-5.jpg,400,440,Pisa Table Lamp in Natural by CasaCraft,69,32,322,411
Pisa Table Lamp in Natural by CasaCraft-6.jpg,400,440,Pisa Table Lamp in Natural by CasaCraft,41,12,368,437
Pisa Table Lamp in Natural by CasaCraft-7.jpg,400,440,Pisa Table Lamp in Natural by CasaCraft,91,24,341,415
Pisa Table Lamp in Natural by CasaCraft-8.jpg,400,440,Pisa Table Lamp in Natural by CasaCraft,68,81,356,394
Pisa Table Lamp in Natural by CasaCraft-9.jpg,400,440,Pisa Table Lamp in Natural by CasaCraft,206,293,313,426
Porto Green Mango Wood Table Lamp by Casacraft-1.jpg,400,440,Porto Green Mango Wood Table Lamp by Casacraft,85,43,304,407
Porto Green Mango Wood Table Lamp by Casacraft-2.jpg,400,440,Porto Green Mango Wood Table Lamp by Casacraft,58,40,302,410
Porto Green Mango Wood Table Lamp by Casacraft-3.jpg,400,440,Porto Green Mango Wood Table Lamp by Casacraft,81,33,338,412
Porto Green Mango Wood Table Lamp by Casacraft-4.jpg,400,440,Porto Green Mango Wood Table Lamp by Casacraft,80,36,323,410
Porto Green Mango Wood Table Lamp by Casacraft-5.jpg,400,440,Porto Green Mango Wood Table Lamp by Casacraft,57,33,334,421
Porto Green Mango Wood Table Lamp by Casacraft-6.jpg,400,440,Porto Green Mango Wood Table Lamp by Casacraft,108,46,291,440
Porto Green Mango Wood Table Lamp by Casacraft-7.jpg,400,440,Porto Green Mango Wood Table Lamp by Casacraft,1,40,400,440
Porto Green Mango Wood Table Lamp by Casacraft-8.jpg,400,440,Porto Green Mango Wood Table Lamp by Casacraft,268,256,383,430
Red Fabric Table Lamp by Unravel India-1.jpg,400,440,Red Fabric Table Lamp by Unravel India,28,10,327,429
Red Fabric Table Lamp by Unravel India-2.jpg,400,440,Red Fabric Table Lamp by Unravel India,42,9,355,417
Red Fabric Table Lamp by Unravel India-3.jpg,400,440,Red Fabric Table Lamp by Unravel India,49,25,376,417
Red Fabric Table Lamp by Unravel India-4.jpg,400,440,Red Fabric Table Lamp by Unravel India,240,240,389,423
Rosario Beige Mango Wood Table Lamp by Casacraft-1.jpg,400,440,Rosario Beige Mango Wood Table Lamp by Casacraft,99,65,299,415
Rosario Beige Mango Wood Table Lamp by Casacraft-2.jpg,400,440,Rosario Beige Mango Wood Table Lamp by Casacraft,90,54,294,418
Rosario Beige Mango Wood Table Lamp by Casacraft-3.jpg,400,440,Rosario Beige Mango Wood Table Lamp by Casacraft,85,33,317,397
Rosario Beige Mango Wood Table Lamp by Casacraft-4.jpg,400,440,Rosario Beige Mango Wood Table Lamp by Casacraft,87,38,331,408
Rosario Beige Mango Wood Table Lamp by Casacraft-5.jpg,400,440,Rosario Beige Mango Wood Table Lamp by Casacraft,56,33,324,413
Rosario Beige Mango Wood Table Lamp by Casacraft-6.jpg,400,440,Rosario Beige Mango Wood Table Lamp by Casacraft,110,33,293,434
Rosario Beige Mango Wood Table Lamp by Casacraft-7.jpg,400,440,Rosario Beige Mango Wood Table Lamp by Casacraft,12,63,396,430
Rosario Beige Mango Wood Table Lamp by Casacraft-8.jpg,400,440,Rosario Beige Mango Wood Table Lamp by Casacraft,283,282,385,424
Santiago White Mango Wood Table Lamp by Casacraft-1.jpg,400,440,Santiago White Mango Wood Table Lamp by Casacraft,93,63,306,418
Santiago White Mango Wood Table Lamp by Casacraft-2.jpg,400,440,Santiago White Mango Wood Table Lamp by Casacraft,92,58,298,413
Santiago White Mango Wood Table Lamp by Casacraft-3.jpg,400,440,Santiago White Mango Wood Table Lamp by Casacraft,79,30,307,424
Santiago White Mango Wood Table Lamp by Casacraft-4.jpg,400,440,Santiago White Mango Wood Table Lamp by Casacraft,92,28,329,416
Santiago White Mango Wood Table Lamp by Casacraft-5.jpg,400,440,Santiago White Mango Wood Table Lamp by Casacraft,69,35,322,416
Santiago White Mango Wood Table Lamp by Casacraft-6.jpg,400,440,Santiago White Mango Wood Table Lamp by Casacraft,140,30,294,440
Santiago White Mango Wood Table Lamp by Casacraft-7.jpg,400,440,Santiago White Mango Wood Table Lamp by Casacraft,3,64,398,440
Santiago White Mango Wood Table Lamp by Casacraft-8.jpg,400,440,Santiago White Mango Wood Table Lamp by Casacraft,263,244,393,423
Silver PVC Running Table Lamp by Rooms Gravity-1.jpg,400,440,Silver PVC Running Table Lamp by Rooms Gravity,147,22,275,436
Silver PVC Running Table Lamp by Rooms Gravity-2.jpg,400,440,Silver PVC Running Table Lamp by Rooms Gravity,117,10,247,393
Silver PVC Running Table Lamp by Rooms Gravity-3.jpg,400,440,Silver PVC Running Table Lamp by Rooms Gravity,121,15,325,420
Silver PVC Running Table Lamp by Rooms Gravity-4.jpg,400,440,Silver PVC Running Table Lamp by Rooms Gravity,131,18,284,393
Silver PVC Running Table Lamp by Rooms Gravity-5.jpg,400,440,Silver PVC Running Table Lamp by Rooms Gravity,131,6,278,412
Silver PVC Running Table Lamp by Rooms Gravity-6.jpg,400,440,Silver PVC Running Table Lamp by Rooms Gravity,2,3,400,436
Silver PVC Running Table Lamp by Rooms Gravity-7.jpg,400,440,Silver PVC Running Table Lamp by Rooms Gravity,271,202,364,421
Table Lamp by the Light House-3.jpg,400,440,Silver PVC Running Table Lamp by Rooms Gravity,83,28,329,421
Table Lamp by the Light House-5.jpg,400,440,Silver PVC Running Table Lamp by Rooms Gravity,281,275,381,427
Transparent Glass & White Cotton Table Lamp by Fabuliv-3.jpg,400,440,Transparent Glass & White Cotton Table Lamp by Fabuliv,53,57,312,400
Transparent Glass & White Cotton Table Lamp by Fabuliv-5.jpg,400,440,Transparent Glass & White Cotton Table Lamp by Fabuliv,243,240,365,416
Trujillo Black Black Jute Shade Table Lamp by CasaCraft-1.jpg,400,440,Trujillo Black Black Jute Shade Table Lamp by CasaCraft,86,45,301,416
Trujillo Black Black Jute Shade Table Lamp by CasaCraft-2.jpg,400,440,Trujillo Black Black Jute Shade Table Lamp by CasaCraft,83,43,295,415
Trujillo Black Black Jute Shade Table Lamp by CasaCraft-3.jpg,400,440,Trujillo Black Black Jute Shade Table Lamp by CasaCraft,86,46,294,401
Trujillo Black Black Jute Shade Table Lamp by CasaCraft-4.jpg,400,440,Trujillo Black Black Jute Shade Table Lamp by CasaCraft,80,39,324,410
Trujillo Black Black Jute Shade Table Lamp by CasaCraft-5.jpg,400,440,Trujillo Black Black Jute Shade Table Lamp by CasaCraft,79,36,308,414
Trujillo Black Black Jute Shade Table Lamp by CasaCraft-6.jpg,400,440,Trujillo Black Black Jute Shade Table Lamp by CasaCraft,145,52,300,440
Trujillo Black Black Jute Shade Table Lamp by CasaCraft-7.jpg,400,440,Trujillo Black Black Jute Shade Table Lamp by CasaCraft,6,32,392,429
Trujillo Black Black Jute Shade Table Lamp by CasaCraft-8.jpg,400,440,Trujillo Black Black Jute Shade Table Lamp by CasaCraft,282,283,364,429
Valencia Orange Shade Mango Wood Table Lamp by Casacraft-1.jpg,400,440,Valencia Orange Shade Mango Wood Table Lamp by Casacraft,116,35,280,425
Valencia Orange Shade Mango Wood Table Lamp by Casacraft-2.jpg,400,440,Valencia Orange Shade Mango Wood Table Lamp by Casacraft,100,35,290,420
Valencia Orange Shade Mango Wood Table Lamp by Casacraft-3.jpg,400,440,Valencia Orange Shade Mango Wood Table Lamp by Casacraft,104,20,296,428
Valencia Orange Shade Mango Wood Table Lamp by Casacraft-4.jpg,400,440,Valencia Orange Shade Mango Wood Table Lamp by Casacraft,110,23,311,416
Valencia Orange Shade Mango Wood Table Lamp by Casacraft-5.jpg,400,440,Valencia Orange Shade Mango Wood Table Lamp by Casacraft,92,28,317,427
Valencia Orange Shade Mango Wood Table Lamp by Casacraft-6.jpg,400,440,Valencia Orange Shade Mango Wood Table Lamp by Casacraft,153,35,252,440
Valencia Orange Shade Mango Wood Table Lamp by Casacraft-7.jpg,400,440,Valencia Orange Shade Mango Wood Table Lamp by Casacraft,12,1,395,440
Valencia Orange Shade Mango Wood Table Lamp by Casacraft-8.jpg,400,440,Valencia Orange Shade Mango Wood Table Lamp by Casacraft,277,267,362,437
Vintage Spots Khadi Poly Cotton Table Tripod-1.jpg,400,440,Vintage Spots Khadi Poly Cotton Table Tripod,101,61,288,394
Vintage Spots Khadi Poly Cotton Table Tripod-2.jpg,400,440,Vintage Spots Khadi Poly Cotton Table Tripod,116,53,278,398
Vintage Spots Khadi Poly Cotton Table Tripod-3.jpg,400,440,Vintage Spots Khadi Poly Cotton Table Tripod,120,86,280,386
Vintage Spots Khadi Poly Cotton Table Tripod-4.jpg,400,440,Vintage Spots Khadi Poly Cotton Table Tripod,269,252,341,395
White & Black Fabric Table Lamp by VarEesha-1.jpg,400,440,White & Black Fabric Table Lamp by VarEesha,106,45,289,331
White & Black Fabric Table Lamp by VarEesha-2.jpg,400,440,White & Black Fabric Table Lamp by VarEesha,126,48,285,328
White & Black Fabric Table Lamp by VarEesha-3.jpg,400,440,White & Black Fabric Table Lamp by VarEesha,74,37,318,418
White & Black Fabric Table Lamp by VarEesha-4.jpg,400,440,White & Black Fabric Table Lamp by VarEesha,70,36,324,415
White & Black Fabric Table Lamp by VarEesha-5.jpg,400,440,White & Black Fabric Table Lamp by VarEesha,79,28,326,428
White & Black Fabric Table Lamp by VarEesha-6.jpg,400,440,White & Black Fabric Table Lamp by VarEesha,7,5,375,431
White & Black Fabric Table Lamp by VarEesha-7.jpg,400,440,White & Black Fabric Table Lamp by VarEesha,235,296,321,409
White Cotton Cybil Table Lamp by Orange Tree-1.jpg,400,440,White Cotton Cybil Table Lamp by Orange Tree,83,61,334,420
White Cotton Cybil Table Lamp by Orange Tree-2.jpg,400,440,White Cotton Cybil Table Lamp by Orange Tree,77,46,328,403
White Cotton Cybil Table Lamp by Orange Tree-4.jpg,400,440,White Cotton Cybil Table Lamp by Orange Tree,84,38,325,400
White Cotton Cybil Table Lamp by Orange Tree-5.jpg,400,440,White Cotton Cybil Table Lamp by Orange Tree,58,93,372,434
White Cotton Cybil Table Lamp by Orange Tree-6.jpg,400,440,White Cotton Cybil Table Lamp by Orange Tree,35,4,371,431
White Cotton Cybil Table Lamp by Orange Tree-7.jpg,400,440,White Cotton Cybil Table Lamp by Orange Tree,37,147,363,425
White Cotton Cybil Table Lamp by Orange Tree-8.jpg,400,440,White Cotton Cybil Table Lamp by Orange Tree,260,239,360,399
White Cotton Modern Crystal Table Lamp by Haverds-1.jpg,400,440,White Cotton Modern Crystal Table Lamp by Haverds,80,36,283,376
White Cotton Modern Crystal Table Lamp by Haverds-2.jpg,400,440,White Cotton Modern Crystal Table Lamp by Haverds,56,38,326,406
White Cotton Modern Crystal Table Lamp by Haverds-3.jpg,400,440,White Cotton Modern Crystal Table Lamp by Haverds,61,42,328,412
White Cotton Modern Crystal Table Lamp by Haverds-4.jpg,400,440,White Cotton Modern Crystal Table Lamp by Haverds,265,277,387,432
White Cotton Table Lamp by Fabuliv-2.jpg,400,440,White Cotton Table Lamp by Fabuliv,86,38,304,406
White Cotton Table Lamp by Fabuliv-3.jpg,400,440,White Cotton Table Lamp by Fabuliv,61,49,300,400
White Cotton Table Lamp by Fabuliv-5.jpg,400,440,White Cotton Table Lamp by Fabuliv,235,233,369,413
White Cotton Table Lamp by Homesake-1.jpg,400,440,White Cotton Table Lamp by Homesake,81,26,317,411
White Cotton Table Lamp by Homesake-2.jpg,400,440,White Cotton Table Lamp by Homesake,82,41,326,419
White Cotton Table Lamp by Homesake-3.jpg,400,440,White Cotton Table Lamp by Homesake,77,31,326,417
White Cotton Table Lamp by Homesake-4.jpg,400,440,White Cotton Table Lamp by Homesake,46,32,343,414
White Cotton Table Lamp by Homesake-5.jpg,400,440,White Cotton Table Lamp by Homesake,116,32,275,418
White Cotton Table Lamp by Homesake-6.jpg,400,440,White Cotton Table Lamp by Homesake,265,255,383,433
